commit,file,lineno,code
a244a911d529270feeda4a81fc048d6920a4eafa,kitsune/community/views.py,115,"match area:
        case ""questions"":
            results, total = top_contributors_questions(
                locale=locale, product=product, count=page_size, page=page
            )
            locales = QuestionLocale.objects.locales_list()
        case ""kb"":
            results, total = top_contributors_kb(product=product, count=page_size, page=page)
            locales = None
        case ""l10n"":
            results, total = top_contributors_l10n(
                locale=locale, product=product, count=page_size, page=page
            )
            locales = settings.SUMO_LANGUAGES
        case _:
            raise Http404"
a244a911d529270feeda4a81fc048d6920a4eafa,kitsune/questions/views.py,165,"match filter_:
        case ""new"":
            question_qs = question_qs.new()
        case ""unhelpful-answers"":
            question_qs = question_qs.unhelpful_answers()
        case ""needsinfo"":
            question_qs = question_qs.needs_info()
        case ""solution-provided"":
            question_qs = question_qs.solution_provided()
        case ""solved"":
            question_qs = question_qs.solved()
        case ""locked"":
            question_qs = question_qs.locked()
        case ""recently-unanswered"":
            question_qs = question_qs.recently_unanswered()
        case _:
            if show == ""needs-attention"":
                question_qs = question_qs.needs_attention()
            if show == ""responded"":
                question_qs = question_qs.responded()
            if show == ""done"":
                question_qs = question_qs.done()"
9ffb829a990cb53b7e34e0735e3ffa51bbb14d97,kitsune/community/views.py,115,"match area:
        case ""questions"":
            results, total = top_contributors_questions(
                locale=locale, product=product, count=page_size, page=page
            )
            locales = QuestionLocale.objects.locales_list()
        case ""kb"":
            results, total = top_contributors_kb(product=product, count=page_size, page=page)
            locales = None
        case ""l10n"":
            results, total = top_contributors_l10n(
                locale=locale, product=product, count=page_size, page=page
            )
            locales = settings.SUMO_LANGUAGES
        case _:
            raise Http404"
9ffb829a990cb53b7e34e0735e3ffa51bbb14d97,kitsune/questions/views.py,165,"match filter_:
        case ""new"":
            question_qs = question_qs.new()
        case ""unhelpful-answers"":
            question_qs = question_qs.unhelpful_answers()
        case ""needsinfo"":
            question_qs = question_qs.needs_info()
        case ""solution-provided"":
            question_qs = question_qs.solution_provided()
        case ""solved"":
            question_qs = question_qs.solved()
        case ""locked"":
            question_qs = question_qs.locked()
        case ""recently-unanswered"":
            question_qs = question_qs.recently_unanswered()
        case _:
            if show == ""needs-attention"":
                question_qs = question_qs.needs_attention()
            if show == ""responded"":
                question_qs = question_qs.responded()
            if show == ""done"":
                question_qs = question_qs.done()"
f4e8abe2cb33e72daed5e43a91775dc1ec47f763,kitsune/community/views.py,115,"match area:
        case ""questions"":
            results, total = top_contributors_questions(
                locale=locale, product=product, count=page_size, page=page
            )
            locales = QuestionLocale.objects.locales_list()
        case ""kb"":
            results, total = top_contributors_kb(product=product, count=page_size, page=page)
            locales = None
        case ""l10n"":
            results, total = top_contributors_l10n(
                locale=locale, product=product, count=page_size, page=page
            )
            locales = settings.SUMO_LANGUAGES
        case _:
            raise Http404"
f4e8abe2cb33e72daed5e43a91775dc1ec47f763,kitsune/questions/views.py,165,"match filter_:
        case ""new"":
            question_qs = question_qs.new()
        case ""unhelpful-answers"":
            question_qs = question_qs.unhelpful_answers()
        case ""needsinfo"":
            question_qs = question_qs.needs_info()
        case ""solution-provided"":
            question_qs = question_qs.solution_provided()
        case ""solved"":
            question_qs = question_qs.solved()
        case ""locked"":
            question_qs = question_qs.locked()
        case ""recently-unanswered"":
            question_qs = question_qs.recently_unanswered()
        case _:
            if show == ""needs-attention"":
                question_qs = question_qs.needs_attention()
            if show == ""responded"":
                question_qs = question_qs.responded()
            if show == ""done"":
                question_qs = question_qs.done()"
94710f653eefbd48820717831bab9baa4c62fc81,kitsune/community/views.py,115,"match area:
        case ""questions"":
            results, total = top_contributors_questions(
                locale=locale, product=product, count=page_size, page=page
            )
            locales = QuestionLocale.objects.locales_list()
        case ""kb"":
            results, total = top_contributors_kb(product=product, count=page_size, page=page)
            locales = None
        case ""l10n"":
            results, total = top_contributors_l10n(
                locale=locale, product=product, count=page_size, page=page
            )
            locales = settings.SUMO_LANGUAGES
        case _:
            raise Http404"
94710f653eefbd48820717831bab9baa4c62fc81,kitsune/sumo/parser.py,464,"match name:
        case ""details_start"":
            return '<section class=""mzp-c-details"">'
        case ""details_end"":
            return ""</section>"""
94710f653eefbd48820717831bab9baa4c62fc81,kitsune/questions/views.py,165,"match filter_:
        case ""new"":
            question_qs = question_qs.new()
        case ""unhelpful-answers"":
            question_qs = question_qs.unhelpful_answers()
        case ""needsinfo"":
            question_qs = question_qs.needs_info()
        case ""solution-provided"":
            question_qs = question_qs.solution_provided()
        case ""solved"":
            question_qs = question_qs.solved()
        case ""locked"":
            question_qs = question_qs.locked()
        case ""recently-unanswered"":
            question_qs = question_qs.recently_unanswered()
        case _:
            if show == ""needs-attention"":
                question_qs = question_qs.needs_attention()
            if show == ""responded"":
                question_qs = question_qs.responded()
            if show == ""done"":
                question_qs = question_qs.done()"
02ec5146204adbf149ed425dc5c9553b01897a2e,kitsune/community/views.py,115,"match area:
        case ""questions"":
            results, total = top_contributors_questions(
                locale=locale, product=product, count=page_size, page=page
            )
            locales = QuestionLocale.objects.locales_list()
        case ""kb"":
            results, total = top_contributors_kb(product=product, count=page_size, page=page)
            locales = None
        case ""l10n"":
            results, total = top_contributors_l10n(
                locale=locale, product=product, count=page_size, page=page
            )
            locales = settings.SUMO_LANGUAGES
        case _:
            raise Http404"
02ec5146204adbf149ed425dc5c9553b01897a2e,kitsune/sumo/parser.py,464,"match name:
        case ""details_start"":
            return '<section class=""mzp-c-details"">'
        case ""details_end"":
            return ""</section>"""
02ec5146204adbf149ed425dc5c9553b01897a2e,kitsune/questions/views.py,165,"match filter_:
        case ""new"":
            question_qs = question_qs.new()
        case ""unhelpful-answers"":
            question_qs = question_qs.unhelpful_answers()
        case ""needsinfo"":
            question_qs = question_qs.needs_info()
        case ""solution-provided"":
            question_qs = question_qs.solution_provided()
        case ""solved"":
            question_qs = question_qs.solved()
        case ""locked"":
            question_qs = question_qs.locked()
        case ""recently-unanswered"":
            question_qs = question_qs.recently_unanswered()
        case _:
            if show == ""needs-attention"":
                question_qs = question_qs.needs_attention()
            if show == ""responded"":
                question_qs = question_qs.responded()
            if show == ""done"":
                question_qs = question_qs.done()"
4726ede37bf4d4fe8c7f979147246030062f205f,kitsune/community/views.py,115,"match area:
        case ""questions"":
            results, total = top_contributors_questions(
                locale=locale, product=product, count=page_size, page=page
            )
            locales = QuestionLocale.objects.locales_list()
        case ""kb"":
            results, total = top_contributors_kb(product=product, count=page_size, page=page)
            locales = None
        case ""l10n"":
            results, total = top_contributors_l10n(
                locale=locale, product=product, count=page_size, page=page
            )
            locales = settings.SUMO_LANGUAGES
        case _:
            raise Http404"
4726ede37bf4d4fe8c7f979147246030062f205f,kitsune/sumo/parser.py,464,"match name:
        case ""details_start"":
            return '<section class=""mzp-c-details"">'
        case ""details_end"":
            return ""</section>"""
